,LO1,LA1,EL1,LO1,LA1,EL1,VISIBLE
1124,83.1,27.1,83.5111084,83.5,28.7,7631.313477,4939.493509
1125,87,26.8,142.0918579,87,27.8,6052.665039,4939.317367
1126,74.2,36,1691.784912,74.7,36.4,6944.244629,4938.894782
1127,-150.5,62.5,387.8011169,-151,63.1,5726.350586,4938.184665
1128,84.8,28,490.6791992,84.5,28.7,5972.400879,4938.106322
1129,-151.7,63.2,681.8825684,-151,63.1,5726.350586,4937.676148
1130,-151,63.9,167.5380249,-151,63.1,5726.350586,4937.234967
1131,84.5,28.1,685.9881592,84.5,28.7,5972.400879,4936.759347
1132,86,27.2,828.2067871,86.7,28.1,6924.729492,4936.245451
1133,86.1,27.4,1135.337036,86.9,28,6908.385742,4936.002437
1134,86.1,27.6,1562.575073,87.1,27.9,7346.435547,4935.589405
1135,-152.1,63.2,541.8434448,-151,63.1,5726.350586,4935.07213
1136,-150.9,63.9,167.8008575,-151,63.1,5726.350586,4935.03896
1137,84.5,27.7,236.9353027,84,28.6,6146.970215,4934.541895
1138,-152.4,63.3,366.2174072,-151,63.1,5726.350586,4934.322465
1139,85.8,27,197.0133362,86.7,28.1,6924.729492,4933.909985
1140,88.6,26.9,210.4506226,88.2,27.8,6053.460938,4933.695891
1141,-151.9,63.2,622.9108887,-151,63.1,5726.350586,4933.250232
1142,84.3,27.6,174.5463104,84,28.6,6146.970215,4933.13755
1143,87.6,26.5,82.33896637,88.1,27.6,6383.129883,4932.928792
1144,88.1,26.8,829.3776245,88.1,27.6,6383.129883,4932.110644
1145,81.2,29.2,600.9836426,81.5,29.9,6075.006836,4931.949905
1146,87.4,26.6,102.7664413,88.1,27.6,6383.129883,4931.916252
1147,74.4,35.9,1427.850708,74.9,36,6527.694336,4930.990127
1148,83.4,27.7,157.5125275,84,28.6,6146.970215,4930.910863
1149,-152.4,63.4,323.1391907,-151,63.1,5726.350586,4930.182725
1150,84.4,28.2,696.8222656,84.2,28.9,6132.822754,4930.096993
1151,83.6,28,813.824707,83.9,28.6,6161.178711,4929.92385
1152,87.8,26.9,736.6280518,88.1,27.7,6357.160645,4929.868006
1153,87.3,27.4,851.4530029,88.1,27.7,6357.160645,4929.639002
1154,-150.8,63.9,167.7254791,-151,63.1,5726.350586,4929.314821
1155,85.9,27.3,886.8359375,86.7,28.1,6924.729492,4928.869579
1156,83.5,27.7,242.9943695,84,28.6,6146.970215,4928.482828
1157,85.8,27.1,407.0035706,86.7,28.1,6924.729492,4928.456005
1158,81.9,27.9,153.3312073,83.5,28.7,7631.313477,4928.370075
1159,87.5,27,677.333313,88.1,27.7,6357.160645,4928.027867
1160,88.6,26.5,87.24385071,88.1,27.6,6383.129883,4928.023907
1161,87,26.7,91.43644714,87,27.7,5990.612793,4927.929982
1162,83.9,27.1,95.37275696,83.5,28.7,7631.313477,4927.631861
1163,-151.1,63.9,175.2201233,-151,63.1,5726.350586,4927.619694
1164,83.9,28,706.7371826,83.8,28.6,5991.510254,4927.589232
1165,-150.7,63.4,694.1447144,-151,63.1,5726.350586,4927.087508
1166,-151.2,63.9,170.1778107,-151,63.1,5726.350586,4926.862489
1167,87.3,26.8,343.0588379,88.1,27.6,6383.129883,4926.702966
1168,86.1,26.8,93.12461853,86.9,28,6908.385742,4926.520526
1169,83.4,27.7,157.5125275,83.8,28.6,5991.510254,4926.480293
1170,-151.2,63.3,754.8892822,-151,63.1,5726.350586,4924.714554
1171,87.3,27.2,813.3201904,88.1,27.6,6383.129883,4924.41698
1172,85.7,27.1,266.4478149,86.7,28.1,6924.729492,4924.080325
1173,85.9,27.2,546.3995361,85.8,28.2,6449.25293,4923.923364
1174,-150.8,62.8,707.7382813,-151,63.1,5726.350586,4923.167448
1175,83.6,27.6,132.7703094,84,28.6,6146.970215,4922.012296
1176,87.2,27.3,287.8613892,86.9,28.1,5899.844238,4921.867679
1177,84.1,28,652.6550903,83.8,28.6,5991.510254,4921.436116
1178,-151.1,62.6,560.6028442,-151,63.1,5726.350586,4920.919387
1179,-151.2,63.5,643.4126587,-151,63.1,5726.350586,4919.698937
1180,88.3,27.1,650.3234863,88.2,27.8,6053.460938,4919.567385
1181,87.7,27.1,1098.14502,88.1,27.6,6383.129883,4919.547417
1182,86.2,26.9,163.1181641,86.6,27.8,5991.532715,4919.108958
1183,84.2,28.2,629.4398804,84,28.8,5928.002441,4918.907748
1184,85.6,27.2,296.9061584,86.7,28.1,6924.729492,4918.822039
1185,85.6,27.6,1151.277466,85.8,28.2,6449.25293,4917.950731
1186,81.9,28.2,548.0725098,83.5,28.7,7631.313477,4917.884369
1187,88.1,26.4,66.73706818,88.1,27.6,6383.129883,4917.727587
1188,84.1,27.9,530.072876,83.8,28.6,5991.510254,4917.693021
1189,86.3,27,221.9893341,87,27.7,5990.612793,4917.259781
1190,-149.7,63,462.3366699,-151,63.1,5726.350586,4917.174736
1191,86.6,26.9,601.819519,86.7,28.1,6924.729492,4916.484065
1192,84.8,28,490.6791992,85,28.6,5786.904785,4916.4657
1193,86.9,26.9,219.4210815,86.6,27.8,5991.532715,4916.439975
1194,88.2,26.8,327.447113,87.1,27.9,7346.435547,4916.297291
1195,-150.8,63.8,326.8635559,-151,63.1,5726.350586,4915.829643
1196,84.5,28,625.3669434,83.9,28.6,6161.178711,4915.084181
1197,86.1,26.8,93.12461853,86.7,28.1,6924.729492,4914.637758
1198,-150.5,62.4,285.2251282,-151,63.1,5726.350586,4914.333388
1199,87,27,1637.626709,87.1,27.9,7346.435547,4914.278414
1200,86.9,26.6,90.24801636,86.9,28,6908.385742,4914.267279
1201,85.1,27.2,190.7706146,85.8,28.2,6449.25293,4914.09384
1202,87.1,26.7,97.88515472,87,27.7,5990.612793,4913.798665
1203,86.6,26.7,285.7956238,86.9,28,6908.385742,4912.014036
1204,-150.2,62.8,598.4487305,-151,63.1,5726.350586,4911.944653
1205,82.6,28.2,1868.413452,83.5,28.7,7631.313477,4911.710288
1206,78.3,30.1,339.1111145,79,30.9,6225.717285,4911.667067
1207,85.6,27.7,940.0704956,86.7,28.1,6924.729492,4911.231695
1208,-150.7,62.6,554.5535278,-151,63.1,5726.350586,4910.791113
1209,87.5,26.8,574.2528687,88.1,27.6,6383.129883,4910.637297
1210,-151.3,63.9,177.3583374,-151,63.1,5726.350586,4910.016119
1211,88,26.4,67.50192261,88.1,27.6,6383.129883,4909.252475
1212,86.3,27.5,1794.58667,87.1,27.9,7346.435547,4909.028588
1213,86,27.4,888.2651978,85.8,28.2,6449.25293,4908.939267
1214,-152.3,63.2,472.9662476,-151,63.1,5726.350586,4908.856797
1215,87,26.6,88.07762909,86.9,28,6908.385742,4908.768464
1216,-151.8,63.8,218.4252167,-151,63.1,5726.350586,4907.866433
1217,84.3,28.2,791.8238525,84.5,28.7,5972.400879,4907.72868
1218,84.5,28.1,685.9881592,84.5,28.8,6069.183105,4907.272203
1219,-150.6,62.4,310.7175598,-151,63.1,5726.350586,4907.16305
1220,85.9,27,266.3217773,86.9,28,6908.385742,4906.476581
1221,88.2,26.4,70.34186554,88.1,27.6,6383.129883,4906.412532
1222,86.6,26.4,62.1511116,87.1,27.9,7346.435547,4906.330838
1223,85.7,27,154.0417786,87.1,27.9,7346.435547,4906.224574
1224,86.6,27.1,1039.992798,86.7,28.1,6924.729492,4905.719741
1225,-152.1,63.1,580.220459,-151,63.1,5726.350586,4905.579506
1226,85.7,27.3,749.3031616,85.8,28.2,6449.25293,4905.572866
1227,79,30.4,1003.86145,79.6,30.9,6410.762207,4905.274828
1228,85.6,27,115.4142227,85.8,28.2,6449.25293,4904.649301
1229,83.7,28,876.8568726,83.9,28.6,6161.178711,4904.539663
1230,87.2,26.8,187.6366272,86.7,28.1,6924.729492,4904.259656
1231,-151.8,62.3,69.88317871,-151,63.1,5726.350586,4904.165354
1232,86.9,26.8,124.8666687,86.9,27.7,5815.007813,4903.449459
1233,87.5,27.2,1845.61438,87.1,27.9,7346.435547,4902.625042
1234,85.9,26.9,134.9911041,86.7,28.1,6924.729492,4901.880693
1235,88.8,26.7,107.6037369,88.1,27.7,6357.160645,4901.789789
1236,87.2,27.5,805.8582764,86.9,27.7,5815.007813,4901.650629
1237,87.3,27.1,616.623291,88.1,27.7,6357.160645,4900.893932
1238,79.8,29.9,974.2528687,79.7,30.7,6503.758301,4900.611594
1239,84.2,28.1,654.5308838,84.5,28.7,5972.400879,4900.579714
1240,-149.8,62.7,380.7380066,-151,63.1,5726.350586,4900.010461
1241,87.6,26.4,68.87999725,87.1,27.9,7346.435547,4899.601953
1242,-151.1,63.3,785.9439087,-151,63.1,5726.350586,4899.583095
1243,88.4,26.9,938.9949341,88.1,27.6,6383.129883,4899.099846
1244,-152.1,63.7,242.7675018,-151,63.1,5726.350586,4898.370978
1245,84.3,28.2,791.8238525,84.5,28.8,6069.183105,4897.696035
1246,84.2,28,623.7114258,83.8,28.6,5991.510254,4897.674173
1247,-150,62.4,149.2928314,-151,63.1,5726.350586,4897.584824
1248,87.4,26.7,178.1261597,86.9,28,6908.385742,4897.084719
1249,84,28.3,1169.201782,83.9,28.6,6161.178711,4897.051846
1250,74.6,35.7,1486.718018,74.9,36,6527.694336,4896.119727
1251,92.6,26.9,113.6238632,92.4,27.8,5826.476074,4895.511778
1252,86.3,26.7,95.74435425,86.9,28,6908.385742,4895.18044
1253,88.3,27.3,908.15979,88.2,27.8,6053.460938,4894.847753
1254,88.6,26.6,94.98407745,88.1,27.7,6357.160645,4894.663756
1255,87.2,27.5,805.8582764,88.1,27.7,6357.160645,4894.56552
1256,-151.4,63.9,179.2841339,-151,63.1,5726.350586,4894.558183
1257,84.3,27.6,174.5463104,83.9,28.6,6161.178711,4894.442358
1258,-150.4,62.3,137.1271362,-151,63.1,5726.350586,4894.112825
1259,87.1,27.1,540.6925659,86.9,27.7,5815.007813,4894.049581
1260,87.5,26.7,215.3363037,88.1,27.7,6357.160645,4893.93476
1261,83.5,27.7,242.9943695,83.8,28.6,5991.510254,4893.850069
1262,-152.5,63.3,349.774231,-151,63.1,5726.350586,4893.5144
1263,-151,62.3,211.7256927,-151,63.1,5726.350586,4893.047299
1264,86.1,27,285.5653381,86.6,27.8,5991.532715,4892.984068
1265,86.8,26.6,104.3798904,86.9,28,6908.385742,4892.466202
1266,86.4,27,346.4159851,87,27.7,5990.612793,4892.440554
1267,82.3,28.4,1572.08667,83.5,28.7,7631.313477,4892.396212
1268,88.6,27.3,1212.15918,88.1,27.6,6383.129883,4892.32261
1269,86.8,26.8,158.565567,87,27.8,6052.665039,4892.168147
1270,87.1,26.8,105.9111099,86.9,27.7,5815.007813,4891.70247
1271,87.3,27.1,616.623291,87,27.8,6052.665039,4891.28392
1272,88.4,26.8,160.4662476,88.2,27.8,6053.460938,4891.063239
1273,84,28.3,1169.201782,84,28.6,6146.970215,4890.352097
1274,-152.2,63.1,549.9137573,-151,63.1,5726.350586,4890.163381
1275,84.8,28,490.6791992,84.5,28.8,6069.183105,4889.256823
1276,88.7,27,716.1555786,88.1,27.7,6357.160645,4889.205601
1277,83.3,27.7,126.9192505,83.8,28.6,5991.510254,4889.121767
1278,-150.6,63.4,718.5245972,-151,63.1,5726.350586,4888.934952
1279,85.7,27,154.0417786,85.8,28.2,6449.25293,4888.903997
1280,74.6,35.5,1605.656372,75.2,36.2,7200.315918,4888.900234
1281,-152.3,63.6,264.5402527,-151,63.1,5726.350586,4888.824433
1282,87.1,26.6,85.10871887,86.9,28,6908.385742,4888.72979
1283,-150.7,62.5,470.2641296,-151,63.1,5726.350586,4888.185528
1284,92.5,26.9,144.0054321,92.4,27.8,5826.476074,4888.115703
1285,86.7,27.1,547.0845947,86.9,27.7,5815.007813,4887.657552
1286,87.1,26.8,105.9111099,88.1,27.6,6383.129883,4887.261578
1287,-152,63.1,640.7007446,-151,63.1,5726.350586,4886.846615
1288,87.6,26.6,103.4042053,88.1,27.7,6357.160645,4886.243628
1289,84,28,918.1970215,83.9,28.6,6161.178711,4885.788347
1290,-149.6,62.9,409.6247559,-151,63.1,5726.350586,4885.553255
1291,-152.4,63.2,443.5717468,-151,63.1,5726.350586,4884.762768
1292,84.3,27.9,442.5375977,83.8,28.6,5991.510254,4884.647003
1293,-152.3,63.1,506.2800598,-151,63.1,5726.350586,4884.098959
1294,84.8,28,490.6791992,85,28.4,5560.041992,4883.79781
1295,86.3,26.5,66.96276855,87.1,27.9,7346.435547,4883.733324
1296,-152.4,63.5,303.4603271,-151,63.1,5726.350586,4883.220464
1297,-152.5,63.4,313.3245544,-151,63.1,5726.350586,4882.944881
1298,83.4,27.6,118.0657806,83.9,28.6,6161.178711,4882.907112
1299,87.2,26.7,105.9221954,87,27.7,5990.612793,4882.713818
1300,88.5,27,1028.106689,88.1,27.6,6383.129883,4882.631697
1301,87.2,27.5,805.8582764,86.7,28.2,6353.915527,4882.286757
1302,-149.7,62.8,417.408844,-151,63.1,5726.350586,4882.096768
1303,84.2,28.2,629.4398804,84.4,28.9,6017.385254,4882.051036
1304,-152.1,62.4,122.1887589,-151,63.1,5726.350586,4881.939298
1305,85.9,27.1,583.5881348,86.7,28.1,6924.729492,4881.548122
1306,86.1,26.9,131.9841156,86.6,27.8,5991.532715,4881.28537
1307,-151.9,63.8,212.422287,-151,63.1,5726.350586,4880.889569
1308,87.9,26.4,72.8298645,88.1,27.6,6383.129883,4880.793786
1309,83.6,28.2,991.055542,84,28.6,6146.970215,4880.259293
1310,88.3,26.4,74.03674316,88.1,27.6,6383.129883,4879.586908
1311,85.5,27.8,1346.139282,85.8,28.2,6449.25293,4879.548105
1312,84.7,27.6,489.0296936,83.5,28.7,7631.313477,4879.342198
1313,84,28,918.1970215,84,28.6,6146.970215,4879.110249
1314,88.1,26.5,79.88444519,88.1,27.7,6357.160645,4878.616667
1315,87,26.8,142.0918579,86.9,27.7,5815.007813,4878.548627
1316,87,26.9,490.4918518,87,27.7,5990.612793,4878.517588
1317,86.5,26.7,111.7955551,86.7,28.1,6924.729492,4878.437094
1318,82,28.1,712.138855,83.5,28.7,7631.313477,4878.16044
1319,84.3,27.9,442.5375977,84.5,28.7,5972.400879,4878.144971
1320,-150.9,63.6,603.9981689,-151,63.1,5726.350586,4877.592456
1321,92.8,27.3,584.3860474,92.4,27.8,5826.476074,4877.128278
1322,87.1,27.3,1304.478394,86.7,28.1,6924.729492,4876.722815
1323,85.5,27,105.2399979,85.8,28.2,6449.25293,4876.686519
1324,84.2,27.9,764.7849121,84,28.6,6146.970215,4876.110465
1325,86.1,27.1,448.543396,86.6,27.8,5991.532715,4875.862988
1326,84.8,27.5,338.7229614,85.8,28.2,6449.25293,4875.275963
1327,-150,62.6,406.3992004,-151,63.1,5726.350586,4874.929977
1328,-150.7,63.9,212.7867126,-151,63.1,5726.350586,4874.587744
1329,86,27.1,628.5646362,86.9,28,6908.385742,4874.539963
1330,-141.4,60.1,11.78279018,-140.5,60.6,5321.358398,4874.288778
1331,88.2,26.5,76.55466461,88.1,27.7,6357.160645,4874.249955
1332,92.7,26.9,97.94897461,92.4,27.8,5826.476074,4872.877589
1333,85.2,27.1,126.7958527,85.8,28.2,6449.25293,4872.830472
1334,82.5,27.3,97.41777802,83.5,28.7,7631.313477,4872.579382
1335,-150.3,62.3,132.360199,-151,63.1,5726.350586,4872.326498
1336,74.3,36,1815.468384,74.7,36.4,6944.244629,4872.141106
1337,84.3,28,594.3851929,84.5,28.7,5972.400879,4872.011311
1338,83.7,27.6,140.9264069,83.8,28.6,5991.510254,4871.780163
1339,86.1,27.3,1157.695313,86.7,28.1,6924.729492,4871.214942
1340,84.2,28.1,654.5308838,84.5,28.8,6069.183105,4871.156277
1341,84.5,28,625.3669434,84.5,28.7,5972.400879,4871.118415
1342,87.2,27.3,287.8613892,86.8,28,5756.746582,4871.060869
1343,86.1,27.7,1676.382324,87.1,27.9,7346.435547,4871.051244
1344,85,27.8,436.0706177,85.8,28.4,6140.036621,4870.609835
1345,86.8,27,530.0169067,87,27.8,6052.665039,4870.417495
1346,-152.5,63.2,400.5101013,-151,63.1,5726.350586,4870.374586
1347,-151.7,62.3,135.3082428,-151,63.1,5726.350586,4869.378454
1348,84.6,28.1,1503.192139,83.5,28.7,7631.313477,4868.825652
1349,84.4,28.2,696.8222656,83.8,28.6,5991.510254,4868.733319
1350,88.7,27.2,970.2468872,88.1,27.7,6357.160645,4868.720667
1351,-150.2,62.3,105.3643265,-151,63.1,5726.350586,4868.684206
1352,82.7,27.2,92.23640442,83.5,28.7,7631.313477,4868.212362
1353,83,27.1,86.78054047,83.5,28.7,7631.313477,4867.949979
1354,86.1,27.5,757.4044189,86.4,28.3,6315.154785,4867.842032
1355,87.2,26.7,105.9221954,88.1,27.6,6383.129883,4867.559569
1356,-150.2,62.6,486.6967773,-151,63.1,5726.350586,4867.42871
1357,-151.9,62.3,71.9800415,-151,63.1,5726.350586,4867.34552
1358,85.8,27.1,407.0035706,85.8,28.2,6449.25293,4866.963002
1359,84.4,27.6,188.175827,84,28.6,6146.970215,4866.606778
1360,86.7,26.6,107.4077072,86.9,28,6908.385742,4866.430801
1361,87.9,26.5,84.41896057,87.1,27.9,7346.435547,4866.277132
1362,84.5,27.7,236.9353027,83.9,28.6,6161.178711,4865.694225
1363,87.3,27.2,813.3201904,87,27.7,5990.612793,4865.639144
1364,84,27.1,89.20444489,83.5,28.7,7631.313477,4865.526075
1365,83.8,27.9,650.5553589,83.8,28.6,5991.510254,4865.037949
1366,-151.8,63.2,724.9120483,-151,63.1,5726.350586,4864.928917
1367,85.6,27.1,165.8080444,86.7,28.1,6924.729492,4864.534345
1368,82.1,27.6,111.6181335,83.5,28.7,7631.313477,4864.087572
1369,79.3,30.4,1437.068115,79.7,30.7,6503.758301,4864.007676
1370,86.4,27.3,1759.268311,87.1,27.9,7346.435547,4863.607539
1371,89,26.7,109.8971863,88.1,27.6,6383.129883,4863.584578
1372,83.5,27.6,123.3988113,84,28.6,6146.970215,4863.36817
1373,83.3,27.7,126.9192505,84,28.6,6146.970215,4863.350238
1374,87.2,26.8,187.6366272,87,27.8,6052.665039,4863.097086
1375,-151.1,62.3,239.6363525,-151,63.1,5726.350586,4863.094037
1376,83.6,28,813.824707,84,28.6,6146.970215,4863.009392
1377,85.5,27.2,177.8186646,86.7,28.1,6924.729492,4862.626914
1378,-151.5,63.9,193.9634705,-151,63.1,5726.350586,4862.480453
1379,86.1,26.6,74.58358765,87.1,27.9,7346.435547,4862.461157
1380,86.8,26.8,158.565567,86.9,27.7,5815.007813,4862.074918
1381,84.9,27.8,505.4342041,83.5,28.7,7631.313477,4861.569951
1382,85.1,27.3,428.3065491,85.8,28.2,6449.25293,4861.439398
1383,87,27.2,1208.021973,86.7,28.1,6924.729492,4861.285622
1384,83.9,28.2,1144.862427,83.9,28.6,6161.178711,4860.909396
1385,84.5,27.3,109.1001511,83.5,28.7,7631.313477,4860.897009
1386,84.9,28,568.8894653,85,28.6,5786.904785,4860.842941
1387,84.2,28.2,629.4398804,84.4,28.7,5763.114746,4860.835474
1388,-152.6,63.3,321.2819519,-151,63.1,5726.350586,4860.808009
1389,92.6,27,313.7084351,92.4,27.8,5826.476074,4860.560136
1390,87,26.7,91.43644714,86.7,28.1,6924.729492,4860.519393
1391,89,26.9,253.9503174,88.1,27.7,6357.160645,4860.353061
1392,87.3,27.3,945.8250732,88.1,27.6,6383.129883,4860.34507
1393,88.8,27,646.218689,88.1,27.7,6357.160645,4859.529342
1394,86.8,26.9,866.0635986,86.9,28,6908.385742,4859.302185
1395,84.3,28,594.3851929,83.8,28.6,5991.510254,4859.236329
1396,83.8,27.5,119.1980209,83.9,28.6,6161.178711,4859.183152
1397,87.9,27.2,1522.550049,87.1,27.9,7346.435547,4859.161148
1398,86.3,26.9,276.7989807,86.6,27.8,5991.532715,4859.062076
1399,85.6,27.3,523.3725586,86.7,28.1,6924.729492,4858.318392
1400,84.3,28.2,791.8238525,84.2,28.9,6132.822754,4857.577402
1401,-150.5,62.3,196.3775024,-151,63.1,5726.350586,4857.330742
1402,83.6,27.6,132.7703094,83.8,28.6,5991.510254,4857.264731
1403,88.2,26.7,162.4229279,87.1,27.9,7346.435547,4857.080608
1404,84.2,28.1,654.5308838,84.2,28.9,6132.822754,4856.674655
1405,84.3,28.2,791.8238525,83.8,28.6,5991.510254,4856.399849
1406,87.2,27.5,805.8582764,87.6,28.2,6259.39502,4856.112367
1407,84.2,27.7,228.094574,83.8,28.6,5991.510254,4855.898247
1408,85.6,27.2,296.9061584,87.1,27.9,7346.435547,4855.473506
1409,-152.2,63.7,241.4467011,-151,63.1,5726.350586,4854.915224
1410,-151.6,63.2,790.7541504,-151,63.1,5726.350586,4854.560134
1411,84.3,27.2,106.0156479,83.5,28.7,7631.313477,4854.433119
1412,83.7,28.2,974.4421387,83.8,28.6,5991.510254,4854.149964
1413,85.8,27,197.0133362,85.8,28.2,6449.25293,4853.559864
1414,87.5,26.5,77.28147888,88.1,27.6,6383.129883,4853.248354
1415,85.2,28,1285.484985,85.8,28.2,6449.25293,4852.813049
1416,84.4,28,636.2620239,84.5,28.7,5972.400879,4852.701115
1417,83.7,28,876.8568726,84,28.6,6146.970215,4852.684118
1418,84.2,27.9,764.7849121,83.9,28.6,6161.178711,4852.634975
1419,-152.4,63.1,485.1714478,-151,63.1,5726.350586,4851.534311
1420,-149.7,62.9,498.9247437,-151,63.1,5726.350586,4850.295496
1421,84.8,28.1,1161.253784,83.5,28.7,7631.313477,4849.965725
1422,84.5,27.4,383.4945068,83.5,28.7,7631.313477,4849.472285
1423,-152.6,63.4,286.8455811,-151,63.1,5726.350586,4848.437649
1424,88.7,26.5,82.24345398,88.1,27.6,6383.129883,4848.286379
1425,84,28.1,870.4885864,83.8,28.6,5991.510254,4848.115764
1426,92.3,26.9,184.4235382,92.4,27.8,5826.476074,4847.697597
1427,86.1,27.5,757.4044189,86.7,28.2,6353.915527,4847.217718
1428,-152,63.8,209.7240143,-151,63.1,5726.350586,4846.728408
1429,86.9,26.7,164.9820404,87,27.7,5990.612793,4846.701779
1430,83.2,27.7,158.3808594,83.9,28.6,6161.178711,4846.094548
1431,84.3,28.1,559.873291,84.4,28.7,5763.114746,4846.084577
1432,-150.8,62.4,396.3658447,-151,63.1,5726.350586,4845.944354
1433,86.1,27.6,1562.575073,86.7,28.1,6924.729492,4845.922381
1434,87.8,26.4,69.47122955,88.1,27.6,6383.129883,4845.601254
1435,82.2,27.5,109.4207382,83.5,28.7,7631.313477,4845.570736
1436,88.3,26.8,229.091629,88.2,27.8,6053.460938,4845.444488
1437,83.7,27.5,110.2444458,83.9,28.6,6161.178711,4845.443943
1438,88.7,26.9,230.0132141,88.2,27.8,6053.460938,4845.174994
1439,-150.7,63.5,708.5593262,-151,63.1,5726.350586,4844.748918
1440,84.4,28.2,696.8222656,84.4,28.9,6017.385254,4844.644111
1441,87.2,26.6,91.21292114,86.9,28,6908.385742,4844.279692
1442,88.5,26.8,169.4483032,88.2,27.8,6053.460938,4843.736878
1443,87.9,26.5,84.41896057,88.1,27.7,6357.160645,4843.296203
1444,87.6,26.8,1136.245117,87.1,27.9,7346.435547,4843.155666
1445,83.6,28.4,1212.090454,83.9,28.6,6161.178711,4842.723187
1446,86.4,26.7,109.9871979,86.7,28.1,6924.729492,4841.968643
1447,85,27.4,499.4859314,85.8,28.2,6449.25293,4841.719861
1448,86.3,27,221.9893341,86.9,27.7,5815.007813,4841.282926
1449,87.2,27.5,805.8582764,86.6,28.1,6269.745605,4840.616472
1450,85,27.8,436.0706177,85.8,28.3,6003.623047,4840.59675
1451,86,27.2,828.2067871,86.9,28,6908.385742,4840.584872
1452,-150.7,62.4,392.6307983,-151,63.1,5726.350586,4839.500387
1453,85.7,27.5,1126.323975,85.8,28.2,6449.25293,4839.384627
1454,85.6,27.1,165.8080444,87.1,27.9,7346.435547,4839.315749
1455,83.9,28.2,1144.862427,84,28.6,6146.970215,4839.185665
1456,-151.6,63.9,196.2112885,-151,63.1,5726.350586,4838.968039
1457,88.3,26.5,88.95565796,88.1,27.7,6357.160645,4838.759506
1458,88.6,26.9,210.4506226,88.1,28,6415.536133,4838.596585
1459,88.3,26.8,229.091629,87.1,27.9,7346.435547,4838.407091
1460,87.2,27,256.7715454,86.6,27.8,5991.532715,4837.571489
1461,82,27.7,125.5369873,83.5,28.7,7631.313477,4836.74715
1462,88.4,26.4,78.76278687,88.1,27.6,6383.129883,4836.309697
1463,-141.2,60.1,126.3804779,-140.5,60.6,5321.358398,4835.737986
1464,85.7,27.6,1086.778198,86.7,28.1,6924.729492,4835.72225
1465,88.9,26.6,83.52758789,88.1,27.6,6383.129883,4835.705641
1466,74.2,36,1691.784912,75.2,36.2,7200.315918,4835.479544
1467,-152.4,63.6,265.2165833,-151,63.1,5726.350586,4835.400116
1468,85.4,27,93.28089142,85.8,28.2,6449.25293,4835.253977
1469,92.4,26.9,204.9822235,92.4,27.8,5826.476074,4834.800751
1470,85,27.8,436.0706177,85.6,28.3,5785.941406,4834.741558
1471,88.1,26.6,103.0452728,87.1,27.9,7346.435547,4833.999472
1472,86.3,27,221.9893341,87,27.8,6052.665039,4833.960455
1473,87.1,27.1,540.6925659,88.1,27.6,6383.129883,4833.333208
1474,86.6,26.6,102.2412033,86.9,28,6908.385742,4833.251409
1475,85.9,26.9,134.9911041,86.9,28,6908.385742,4833.143998
1476,85.7,27.7,984.7684937,87.1,27.9,7346.435547,4832.964182
1477,86.7,26.8,179.9122314,86.6,27.8,5991.532715,4832.70517
1478,88,26.5,118.3037033,88.1,27.7,6357.160645,4832.500916
1479,86.7,26.8,179.9122314,87,27.8,6052.665039,4832.477181
1480,81.1,29.1,503.3356934,81.5,29.9,6075.006836,4832.345044
1481,74.3,36,1815.468384,75.2,36.2,7200.315918,4832.29032
1482,-152,62.4,214.9952393,-151,63.1,5726.350586,4831.882416
1483,85.7,27,154.0417786,86.7,28.1,6924.729492,4831.820885
1484,87.4,26.7,178.1261597,88.1,27.7,6357.160645,4831.267367
1485,86.8,27.3,1593.700439,86.9,28,6908.385742,4831.078218
1486,86.8,26.8,158.565567,86.6,27.8,5991.532715,4831.045427
1487,88.4,27.1,729.1127319,88.1,28,6415.536133,4830.94451
1488,-152.5,63.5,299.5827332,-151,63.1,5726.350586,4830.244511
1489,-150.6,62.3,242.921051,-151,63.1,5726.350586,4829.170428
1490,82.4,28.7,1897.815308,83.5,28.7,7631.313477,4829.082362
1491,92.8,26.9,88.15923309,92.4,27.8,5826.476074,4829.034784
1492,83.5,27.6,123.3988113,83.8,28.6,5991.510254,4828.850424
1493,84.3,27.7,187.2211609,83.8,28.6,5991.510254,4828.819856
1494,-150.7,62.8,792.1008301,-151,63.1,5726.350586,4828.762064
1495,84.3,28.1,559.873291,84.4,28.9,6017.385254,4828.405128
1496,84.1,28.2,821.0079956,84.2,28.9,6132.822754,4828.393259
1497,84.8,27.8,742.1304932,83.5,28.7,7631.313477,4828.383432
1498,-152.6,63.2,381.1027222,-151,63.1,5726.350586,4828.371017
1499,85.8,27.2,535.4017334,86.9,28,6908.385742,4828.262869
1500,84.9,28,568.8894653,85,28.4,5560.041992,4828.217096
1501,88.4,27,984.774231,88.1,27.7,6357.160645,4827.477898
1502,88.6,26.8,132.146225,88.2,27.8,6053.460938,4827.357091
1503,87.4,27.3,1102.964111,86.7,28.1,6924.729492,4826.957852
1504,86.9,26.8,124.8666687,86.6,27.8,5991.532715,4826.400392
1505,-71,-30,350.5703735,-69.9,-30.3,6142.692871,4825.96038
1506,86.9,26.7,164.9820404,86.7,28.1,6924.729492,4825.250609
1507,82.4,28.5,1861.194702,83.5,28.7,7631.313477,4825.119273
1508,87.1,27,1081.624023,86.9,28,6908.385742,4824.806779
1509,84.8,28,490.6791992,84,28.6,6146.970215,4824.741258
