,LO1,LA1,EL1,LO1,LA1,EL1,VISIBLE
6383,86.5,26.7,111.7955551,86.6,28.1,6269.745605,4246.615645
6384,92.9,27,227.0897827,92.7,28.1,5679.272949,4246.504213
6385,76.6,38.9,1220.61145,75.3,38.6,6552.909668,4246.481063
6386,87.3,27.3,945.8250732,88.2,27.8,6053.460938,4246.412037
6387,88.9,26.9,186.7310944,88.1,27.8,5710.153809,4246.403054
6388,89,26.8,150.4322968,88.1,28,6415.536133,4246.376252
6389,92.9,26.9,92.40509796,92.6,27.9,5378.776855,4246.330564
6390,84.7,27.8,563.2319946,85.7,28.4,5914.893066,4246.273184
6391,80.7,29.4,1116.464233,81.5,29.9,6075.006836,4246.249497
6392,86,27.4,888.2651978,87,27.8,6052.665039,4246.22505
6393,83.3,27.9,1055.529053,84,28.6,6146.970215,4246.224795
6394,84.9,27.6,667.8743286,85.8,28.3,6003.623047,4245.971175
6395,-71.2,-30,582.0385132,-69.9,-30.3,6142.692871,4245.913804
6396,87.2,27.2,903.22229,86.8,28.1,6057.73291,4245.862125
6397,85.8,27.6,1727.391602,87.1,27.9,7346.435547,4245.816977
6398,84.2,28.1,654.5308838,83.8,28.5,5176.133789,4245.762824
6399,79.1,30.3,770.0059204,79.4,30.9,5430.070801,4245.686179
6400,80.5,41.4,1304.400024,79.9,41.8,5900.987793,4245.666786
6401,84.6,28.2,1476.48584,84.5,28.7,5972.400879,4245.591306
6402,84.2,27.4,226.2101593,83.8,28.6,5991.510254,4245.586355
6403,91.8,26.9,518.414917,92.4,27.8,5826.476074,4245.544303
6404,77.8,30.2,388.7760925,78.5,31.1,5773.192871,4245.53992
6405,82,29.6,1559.119873,81.5,29.9,6075.006836,4245.443467
6406,83.5,28.1,1470.741821,84,28.6,6146.970215,4245.3423
6407,86.7,27.1,547.0845947,87,27.9,5482.717285,4245.312123
6408,-78.1,-9.9,266.1486206,-77.6,-9.1,5369.162109,4245.303835
6409,86,27.3,846.3203125,85.9,28.1,5720.790527,4245.279954
6410,84.3,27.9,442.5375977,84.2,28.8,5481.948242,4245.238644
6411,88.1,26.8,829.3776245,88.2,27.8,6053.460938,4245.158493
6412,-78.4,-9.4,6.880829811,-77.8,-9.3,4602.083496,4245.141169
6413,103.6,30.7,569.1216431,102.9,31.1,5319.97168,4245.100392
6414,86.4,26.5,74.31911469,86.6,27.8,5991.532715,4245.07983
6415,85.5,27.3,483.3866577,86.4,28.3,6315.154785,4244.910671
6416,-76.8,-12.3,135.9646149,-76,-12,5062.230957,4244.888274
6417,87.2,27.5,805.8582764,88.2,28,6054.126953,4244.77774
6418,91.2,27.2,771.5866699,91.6,28,5759.748047,4244.545924
6419,84.6,28.2,1476.48584,84,28.6,6146.970215,4244.519322
6420,85.7,27.2,376.7806396,86.7,28.2,6353.915527,4244.482475
6421,-70.8,-33.1,569.083313,-70,-32.7,5407.111328,4244.480697
6422,86.2,27.3,1041.034668,86.9,27.7,5815.007813,4244.14499
6423,88.6,27.3,1212.15918,88.2,28,6054.126953,4244.11557
6424,86.3,27,221.9893341,86.2,28.3,6115.115234,4244.096374
6425,92.2,26.9,377.3656616,92.5,27.9,5661.493164,4244.040196
6426,80.1,41.2,1130.240356,80.2,42,6001.209473,4243.933828
6427,87,26.8,142.0918579,86.8,28.1,6057.73291,4243.65574
6428,83.5,27.7,242.9943695,83.8,28.5,5176.133789,4243.607241
6429,-71.8,6,241.3804474,-72.3,6.5,4967.649902,4243.596947
6430,89,26.8,150.4322968,88.8,27.7,5211.320313,4243.571165
6431,85.5,27.3,483.3866577,86.6,28.1,6269.745605,4243.47887
6432,-84,-78.4,228.6573639,-85.3,-78.6,4576.191406,4243.470463
6433,84.7,27.5,373.8656921,84.7,28.4,5403.954102,4243.447435
6434,86.8,26.5,76,86.6,27.8,5991.532715,4243.398945
6435,-70.8,-33.7,564.5266113,-69.8,-33.4,5569.852539,4243.377825
6436,85.5,27.1,132.1795502,86.6,28.1,6269.745605,4243.373497
6437,86.1,27.2,1166.054199,85.8,28.2,6449.25293,4243.358342
6438,88.6,26.8,132.146225,88.9,27.9,5619.376953,4243.145798
6439,-67.9,-15.5,617.4910889,-68.3,-16.1,5354.05957,4243.085921
6440,-70.6,-33.2,853.7740479,-69.8,-33.4,5569.852539,4243.024858
6441,-68.1,-15.5,725.4711304,-68.3,-16.1,5354.05957,4243.003088
6442,86,27.5,1806.303711,86.9,28,6908.385742,4243.000795
6443,83.9,27.3,99.60379028,83.8,28.6,5991.510254,4242.950861
6444,79.3,30.2,1062.995972,79.2,31,5934.599121,4242.809872
6445,-67.5,-29.4,910,-67.8,-29.1,5306.73877,4242.797692
6446,84.8,27.5,338.7229614,85,28.6,5786.904785,4242.762251
6447,-77.6,-11,134.6788177,-77.1,-10.7,4698.894043,4242.65551
6448,-77.6,-11.1,52.24201584,-76.9,-10.3,5375.847656,4242.618671
6449,77.6,31.4,928.7677612,77.7,32.1,5654.098145,4242.416102
6450,86,27,339.1955566,86.7,28.2,6353.915527,4242.327479
6451,87.6,26.8,1136.245117,88.1,27.7,6357.160645,4242.250743
6452,83.7,27.3,100.3594666,83.8,28.6,5991.510254,4242.195185
6453,93,27.3,613.4151001,92.8,28.2,5672.647949,4242.13457
6454,83.4,27.6,118.0657806,84.1,28.5,5517.44873,4242.106217
6455,84.3,27.4,438.165863,84,28.6,6146.970215,4242.051035
6456,83.6,28.4,1212.090454,83.7,29.1,5937.436035,4241.967424
6457,-78.2,-10,0.705185175,-77.6,-9.1,5369.162109,4241.844998
6458,83.2,27.7,158.3808594,83.6,28.8,5695.857422,4241.76131
6459,79.1,30.5,1444.405396,79.5,31.1,6150.472168,4241.746998
6460,87.2,27,256.7715454,87,28,5500.117188,4241.611938
6461,87.1,26.8,105.9111099,86.8,28.1,6057.73291,4241.598536
6462,84.9,27.8,505.4342041,84.9,28.8,5718.139648,4241.50058
6463,-150.3,63.1,1387.446533,-151,63.1,5726.350586,4241.489211
6464,87.1,26.7,97.88515472,86.9,27.8,5545.130371,4241.425413
6465,-83.4,-78.6,197.907135,-85.3,-78.6,4576.191406,4241.341857
6466,84,28,918.1970215,84.2,28.5,5432.405273,4241.269672
6467,-74.2,10.5,64.76177979,-73.7,10.8,4627.714355,4241.085876
6468,83.7,27.6,140.9264069,83.8,28.5,5176.133789,4241.031117
6469,87.9,27.2,1522.550049,88.1,28,6415.536133,4240.829429
6470,-76.7,-12.6,17.56266594,-76,-12,5062.230957,4240.82516
6471,83.6,27.6,132.7703094,84.2,28.5,5432.405273,4240.699677
6472,86.4,26.5,74.31911469,87,27.7,5990.612793,4240.659175
6473,88.6,27.2,820.9782104,88,27.9,5812.284668,4240.569767
6474,84.5,28.1,685.9881592,84.3,28.6,5199.206055,4240.345899
6475,-67.3,-29.3,842.5869141,-67.8,-29.1,5306.73877,4240.301548
6476,78,30.6,1180.66394,79,30.9,6225.717285,4240.273557
6477,79.1,30.5,1444.405396,79.2,31,5934.599121,4240.206286
6478,85.3,27.9,1161.489746,86.7,28.1,6924.729492,4240.134528
6479,-151.3,62.8,1380.766479,-151,63.1,5726.350586,4240.096414
6480,-70.7,-33.1,676.2077637,-70,-32.7,5407.111328,4240.048439
6481,88.4,27.1,729.1127319,88.3,28,5763.463867,4240.031783
6482,79.3,30.2,1062.995972,79.3,31,5924.249023,4239.656167
6483,76.1,32,408.6513672,76.9,32.7,5567.690918,4239.5816
6484,85.4,27.1,137.3679199,85.8,28.4,6140.036621,4239.557874
6485,87,26.8,142.0918579,86.7,28.2,6353.915527,4239.351407
6486,88.6,26.7,103.8744278,88.1,27.8,5710.153809,4239.249881
6487,85.9,27.4,674.0700073,85.7,28.4,5914.893066,4239.24745
6488,78.4,30.5,861.1964722,79.3,31,5924.249023,4239.209594
6489,-65.8,-27.5,640.7466431,-66.1,-27.2,5036.069824,4238.969418
6490,-150.7,61.9,70.37627411,-151,63.1,5726.350586,4238.825741
6491,83.3,27.7,126.9192505,83.8,28.5,5176.133789,4238.779629
6492,80.9,29.6,1588.375488,81.1,30.1,6099.142578,4238.720932
6493,-153.4,63.5,203.0530243,-151,63.1,5726.350586,4238.71664
6494,-70.8,-33.5,455.7644348,-70.2,-33.2,5025.671387,4238.56599
6495,85.9,27,266.3217773,87,27.8,6052.665039,4238.469002
6496,-70.2,-18.2,419.9038086,-69.5,-17.8,5244.11084,4238.407811
6497,-70.3,-13.2,421.9010315,-70.4,-13.9,5145.304199,4238.371411
6498,-70.1,-18.4,675.0666504,-69.5,-18.1,5316.158691,4238.359619
6499,87.1,27.4,1121.033447,86.9,27.8,5545.130371,4238.195911
6500,-71,9.3,20.97451782,-70.9,8.9,4423.949219,4238.142838
6501,-83.4,-78.4,159.9053955,-85.3,-78.6,4576.191406,4238.131542
6502,-67.3,-29.4,796.3911133,-67.8,-29.1,5306.73877,4238.120646
6503,93.4,27.9,867.0437622,92.7,28.2,5562.993652,4237.891063
6504,87.6,26.7,162.9104004,86.7,28.1,6924.729492,4237.870166
6505,74.4,35.9,1427.850708,75,35.9,5895.072754,4237.793642
6506,84.2,28.3,1521.161133,84.5,28.8,6069.183105,4237.755923
6507,88.1,26.7,168.342041,88,27.9,5812.284668,4237.734326
6508,91.4,27.2,870.0271606,91.6,28,5759.748047,4237.631293
6509,-140.2,59.9,209.7859497,-140.4,60.6,4932.653809,4237.466704
6510,85,26.9,81.77580261,85.8,28.2,6449.25293,4237.400735
6511,90.4,26.9,357.6844482,90.5,28.1,6001.168945,4237.262248
6512,84.9,27.6,667.8743286,85.8,28.4,6140.036621,4237.249379
6513,-76.9,-12.2,227.8804779,-76,-11.9,5304.790527,4237.165473
6514,84.2,27.8,689.4973145,84,28.8,5928.002441,4237.152842
6515,84.9,28.3,1592.108521,85.8,28.2,6449.25293,4236.922893
6516,77.6,30.3,333.118042,78.5,31.1,5773.192871,4236.897493
6517,-83.7,-78.9,157.3875122,-85.3,-78.6,4576.191406,4236.818122
6518,88.1,26.7,168.342041,88.2,28,6054.126953,4236.729498
6519,83.4,27.3,93.5904007,83.9,28.6,6161.178711,4236.71875
6520,88,26.8,494.5671997,88.1,27.8,5710.153809,4236.714489
6521,85.8,27.5,632.3925781,85.9,28.3,5498.232422,4236.699515
6522,84.2,28,623.7114258,84.2,28.8,5481.948242,4236.683046
6523,-78.5,-9.3,16.01629639,-77.5,-9.1,5237.833496,4236.666289
6524,87.1,26.5,78.76829529,86.7,28.1,6924.729492,4236.604782
6525,85.8,27.5,632.3925781,86.3,28.2,5534.607422,4236.529883
6526,80.3,41.5,1490.405273,79.9,41.8,5900.987793,4236.404988
6527,87.2,27.2,903.22229,87.6,28.1,6048.252441,4236.383007
6528,-67.9,-15.5,617.4910889,-68.4,-16,5321.55127,4236.372125
6529,87.3,27.4,851.4530029,88.2,28,6054.126953,4236.309689
6530,81.6,28.6,684.6133423,83.5,28.7,7631.313477,4236.276851
6531,80.4,29.7,914.973877,81.5,29.9,6075.006836,4236.226637
6532,84.5,27.7,236.9353027,84.3,28.9,5901.825195,4236.216191
6533,-83.2,-78.3,81.04457855,-85.3,-78.6,4576.191406,4236.123947
6534,88.7,26.9,230.0132141,88,27.9,5812.284668,4235.973589
6535,88.7,26.9,230.0132141,88.3,28,5763.463867,4235.929291
6536,92.8,27.1,278.8187561,92.6,28.1,5516.331543,4235.832144
6537,80.9,28.7,174.8178558,81.5,29.9,6075.006836,4235.712304
6538,83,27.6,109.9185181,83.3,28.7,5588.685547,4235.693863
6539,-76.8,-12.3,135.9646149,-76.3,-11.6,5079.748535,4235.571323
6540,84.6,28.2,1476.48584,84.5,28.8,6069.183105,4235.537446
6541,-151.7,62,214.603714,-151,63.1,5726.350586,4235.510649
6542,85.8,27.5,632.3925781,87,27.8,6052.665039,4235.475465
6543,87.2,27.3,287.8613892,88,27.8,5254.681152,4235.474196
6544,85.8,27.1,407.0035706,86.4,28.3,6315.154785,4235.423566
6545,93.1,27.3,801.8746948,92.5,27.9,5661.493164,4235.402455
6546,88.1,26.7,168.342041,88.2,27.7,5382.568359,4235.390686
6547,78.8,30.3,1611.924194,79,30.9,6225.717285,4235.342172
6548,76.5,39.1,1226.525391,75.3,38.6,6552.909668,4235.238895
6549,86.2,27.4,965.3289185,87,28.1,6163.293945,4235.203563
6550,79.2,30.2,1584.593384,79.6,30.9,6410.762207,4234.965719
6551,87.6,26.2,51.59360123,88.1,27.6,6383.129883,4234.734554
6552,-70.8,-33.2,492.0033264,-70,-32.7,5407.111328,4234.654389
6553,-151.5,64.2,268.7990417,-151,63.1,5726.350586,4234.586541
6554,80,41.5,1502.192627,80.2,42,6001.209473,4234.576511
6555,86.7,26.9,928.2092896,86.9,27.7,5815.007813,4234.536854
6556,76.3,39.3,1255.051636,75.3,38.6,6552.909668,4234.464758
6557,84.2,28.1,654.5308838,84.3,28.7,5246.100098,4234.441293
6558,-83.5,-78.5,208.1013031,-85.3,-78.6,4576.191406,4234.407944
6559,84.4,28,636.2620239,84.5,28.9,5664.806641,4234.364026
6560,87.3,27.3,945.8250732,86.9,27.8,5545.130371,4234.359651
6561,74.3,36,1815.468384,75.1,36.3,6542.557129,4234.34047
6562,83.5,28,1374.747192,84,28.6,6146.970215,4234.321178
6563,-70.8,-33.1,569.083313,-69.8,-33.4,5569.852539,4234.147252
6564,-70.6,-18.2,11.33106136,-69.5,-18.1,5316.158691,4234.063939
6565,-71.3,-29.6,3.655940771,-69.9,-30.3,6142.692871,4234.010288
6566,92.1,26.9,333.8215027,92.5,27.9,5661.493164,4234.002629
6567,86.2,27.2,963.5291748,86.9,27.7,5815.007813,4233.90268
6568,83.1,28.2,1290.907227,83.9,28.6,6161.178711,4233.874035
6569,88.8,26.8,129.36409,88.1,27.8,5710.153809,4233.835536
6570,84.1,28,652.6550903,83.6,28.8,5695.857422,4233.761497
6571,-71,-30.6,948.3813477,-69.9,-30.3,6142.692871,4233.510385
6572,83,28,926.5101318,83.8,28.6,5991.510254,4233.470636
6573,92.7,27,126.6080017,92.4,27.7,4904.829102,4233.436678
6574,-65.4,-27,386.7466736,-66.1,-27.2,5036.069824,4233.381995
6575,84.9,28,568.8894653,85,28.8,5431.319824,4233.367141
6576,85.6,27.1,165.8080444,86.1,28,5376.617676,4233.33412
6577,-139.3,60,395.2037048,-140.5,60.6,5321.358398,4233.289043
6578,84.5,27.6,190.3158569,84.2,28.9,6132.822754,4233.271764
6579,-68,-15.7,857.1854858,-68.4,-16,5321.55127,4233.166363
6580,86.7,27.4,1464.083252,86.9,27.7,5815.007813,4232.974318
6581,-71.7,-16.9,804.8253174,-71.4,-16.3,5467.62793,4232.906261
6582,87.3,26.4,65.97386932,86.9,28,6908.385742,4232.841301
6583,93.5,28,952.5945435,92.7,28.1,5679.272949,4232.840466
6584,87.7,27.3,830.1617432,87.8,27.8,5313.393066,4232.806995
6585,83,27.5,99.51851654,83.8,28.6,5991.510254,4232.697129
6586,85.9,27.8,1074.742798,86.1,28,5376.617676,4232.68676
6587,-77.6,-11.1,52.24201584,-77.1,-10.8,4606.28125,4232.64154
6588,87.6,26.5,82.33896637,87,27.7,5990.612793,4232.639323
6589,92,26.6,72.5390625,92.4,27.8,5826.476074,4232.48095
6590,88.4,26.9,938.9949341,88.1,28,6415.536133,4232.425614
6591,-153,63.8,242.146698,-151,63.1,5726.350586,4232.361802
6592,77.6,30.4,483.9642029,78.5,31.1,5773.192871,4232.326886
6593,79.7,41.5,1390.943359,80.2,42,6001.209473,4232.301982
6594,83.6,28.3,812.9851685,83.5,29,5528.600586,4232.25397
6595,-67.4,-29.1,955.8596191,-67.8,-29.1,5306.73877,4232.245316
6596,78.7,30.3,1150.897217,79.1,31,5973.947754,4232.125606
6597,85.9,27.2,546.3995361,87,27.8,6052.665039,4231.995946
6598,85.1,27.3,428.3065491,85.8,28.3,6003.623047,4231.70651
6599,87.2,27.3,287.8613892,86.9,27.9,4937.773926,4231.678291
6600,81.1,28.8,550.074646,81.5,29.9,6075.006836,4231.658842
6601,84.3,28,594.3851929,84.9,28.8,5718.139648,4231.650125
6602,85,27.4,499.4859314,85.8,28.3,6003.623047,4231.51297
6603,79.6,29.9,1207.942261,79.6,30.9,6410.762207,4231.509592
6604,85,27.7,1489.873535,85.8,28.2,6449.25293,4231.473426
6605,78.3,30.1,339.1111145,79.6,30.9,6410.762207,4231.439797
6606,84.7,28.1,928.788269,84.3,28.9,5901.825195,4231.430903
6607,83.9,27.9,684.4988403,83.8,28.7,5545.005371,4231.417929
6608,83.8,28.2,1766.923828,83.9,28.6,6161.178711,4231.332397
6609,85,27.5,1256.061768,85.8,28.2,6449.25293,4231.281759
6610,83.6,28,813.824707,83.3,28.7,5588.685547,4231.278192
6611,81.2,29.2,600.9836426,81,30,5483.133301,4231.227963
6612,84.9,27.9,801.1530762,85.5,28.6,5779.464844,4231.111887
6613,-83.3,-78.9,109.9009094,-85.3,-78.6,4576.191406,4231.102708
6614,83.4,28.1,1402.239136,84,28.6,6146.970215,4231.097614
6615,81.1,29.3,1376.785889,81.5,29.9,6075.006836,4231.076851
6616,-70.9,-34.2,395.2069397,-69.9,-33.8,5449.004883,4230.936057
6617,-83.9,-78.7,261.8808899,-85.3,-78.6,4576.191406,4230.889554
6618,84.5,28.1,685.9881592,84.7,28.9,5568.388184,4230.836474
6619,-71,-33.7,280.3089294,-69.8,-33.4,5569.852539,4230.808897
6620,80.9,29.3,1230.30542,81.5,29.9,6075.006836,4230.70229
6621,-71.3,9.1,2.882528305,-70.9,8.9,4423.949219,4230.663394
6622,96,28,249.8474121,96.7,29.2,6245.858398,4230.55087
6623,-67.5,-29.5,854.3555298,-67.8,-29.1,5306.73877,4230.52645
6624,87.3,27.4,851.4530029,87,28,5500.117188,4230.518474
6625,85.7,27.8,1471.121826,86.4,28.3,6315.154785,4230.515969
6626,85.8,27.2,535.4017334,86.7,28.2,6353.915527,4230.515043
6627,85.8,27.7,1200.903809,85.7,28.4,5914.893066,4230.51352
6628,-73.5,11.2,66.57392883,-73.6,10.8,4461.758301,4230.462172
6629,-84.2,-78.5,289.8366394,-85.3,-78.6,4576.191406,4230.343789
6630,90.1,27.2,773.0426025,90.4,28.1,5858.46875,4230.14726
6631,83.6,28.1,685.6680298,84.4,28.9,6017.385254,4230.063114
6632,89.3,26.6,73.47866058,88.1,27.6,6383.129883,4230.03894
6633,84.1,27.8,835.0829468,84.5,28.7,5972.400879,4230.02913
6634,87.3,27.4,851.4530029,87,28.2,5771.38916,4229.960618
6635,-151.9,62.1,358.6630859,-151,63.1,5726.350586,4229.934951
6636,79.9,41.1,1195.147949,79.9,41.8,5900.987793,4229.929653
6637,85.1,27.2,190.7706146,85.6,28.3,5785.941406,4229.860726
6638,84.6,27.6,206.5674591,85.8,28.3,6003.623047,4229.849069
6639,80.7,28.8,197.9311981,81.5,29.9,6075.006836,4229.640162
6640,88.3,27.3,908.15979,88,28,5682.258789,4229.623056
6641,86.5,26.4,69.19407654,86.9,28,6908.385742,4229.621094
6642,87.1,27.3,1304.478394,87,28.1,6163.293945,4229.581629
6643,86.1,27,285.5653381,85.9,28.1,5720.790527,4229.538386
6644,84,28.1,870.4885864,83.6,28.8,5695.857422,4229.351064
6645,-71.9,7.1,235.5686188,-72.3,6.5,4967.649902,4229.287777
6646,-141.4,60.2,744.8789673,-140.5,60.6,5321.358398,4229.18147
6647,88.6,26.8,132.146225,88,27.9,5812.284668,4229.156981
6648,80.4,29.8,1132.835327,79.7,30.7,6503.758301,4229.012297
6649,83.1,28,1100.711426,83.9,28.6,6161.178711,4228.915675
6650,-71.2,-30.5,653.8907471,-69.9,-30.3,6142.692871,4228.856438
6651,-70.6,-33.4,649.4420776,-70.2,-33.2,5025.671387,4228.840979
6652,86.7,26.8,179.9122314,86.8,28.1,6057.73291,4228.778184
6653,86.2,27.2,963.5291748,86.7,28.2,6353.915527,4228.743353
6654,80.6,29.7,1215.030396,81.5,29.9,6075.006836,4228.711213
6655,84.5,28.1,685.9881592,84.7,28.8,5420.572754,4228.68074
6656,-71.2,-32.5,147.0849457,-70,-32.7,5407.111328,4228.66611
6657,80.8,29.3,628.3978882,80.9,30,5340.180664,4228.579818
6658,84.1,27.9,530.072876,83.8,28.5,5176.133789,4228.568031
6659,78.9,30.1,1368.312744,79,30.9,6225.717285,4228.567717
6660,83.8,27.9,650.5553589,83.6,28.8,5695.857422,4228.538474
6661,96.2,28,431.5870667,96.7,29.2,6245.858398,4228.47946
6662,78.5,30.3,923.133606,78.5,31.1,5773.192871,4228.477105
6663,85.8,27.4,1408.875732,86.9,28,6908.385742,4228.438481
6664,88.7,26.7,98.91247559,88.3,27.8,5625.258301,4228.409891
6665,84,28.2,830.2808838,83.8,28.5,5176.133789,4228.363597
6666,84.2,28.3,1521.161133,84.5,28.7,5972.400879,4228.327026
6667,103.6,31,732.7515869,102.9,31.1,5319.97168,4228.239193
6668,-70.3,-13.4,471.4542236,-70.9,-13.8,5185.337891,4228.22518
6669,83.9,27.8,721.0803833,84,28.8,5928.002441,4228.15636
6670,87.2,27,256.7715454,87.6,27.7,5083.319824,4228.120653
6671,-68.2,-15.3,581.5814819,-68.4,-16,5321.55127,4228.084463
6672,-151.1,61.9,97.83820343,-151,63.1,5726.350586,4227.921483
6673,86.3,27,221.9893341,86.9,28.1,5899.844238,4227.852074
6674,73.8,35.5,1245.690674,75.2,36.2,7200.315918,4227.796062
6675,-83.3,-78.7,188.2960052,-85.3,-78.6,4576.191406,4227.763232
6676,83.5,27.8,1074.286865,83.8,28.6,5991.510254,4227.729962
6677,78.9,30.2,1571.244141,79.7,30.7,6503.758301,4227.697513
6678,76,32.2,537.2797241,76.9,32.7,5567.690918,4227.444825
6679,-77,-12.1,153.8431549,-76.3,-11.6,5079.748535,4227.349935
6680,-71.6,6.2,182.9110107,-72.3,6.5,4967.649902,4227.322275
6681,84.3,28,594.3851929,84.4,28.8,5450.764648,4227.314319
6682,-74.3,10.6,24.04549217,-73.7,10.8,4627.714355,4227.298526
6683,-78.2,-9.8,46.67205811,-77.7,-9.7,4519.472656,4227.292299
6684,77.9,30.2,650.9337158,79,30.9,6225.717285,4227.282721
6685,84.7,27.5,373.8656921,84,28.6,6146.970215,4227.230023
6686,78.5,30.4,1005.907349,79.2,31,5934.599121,4227.18938
6687,95.8,28.1,237.6646271,96.7,29.2,6245.858398,4227.129297
6688,83.6,28.1,685.6680298,84.3,28.9,5901.825195,4227.030865
6689,-67.7,-15.8,716.4693604,-68.3,-16.1,5354.05957,4226.968885
6690,92.1,26.8,136.8034973,92.5,27.9,5661.493164,4226.967432
6691,83.8,27.8,1268.274292,84,28.6,6146.970215,4226.903227
6692,93.2,27,273.2462158,92.5,27.9,5661.493164,4226.837089
6693,87.1,27,1081.624023,86.9,27.7,5815.007813,4226.831791
6694,84.4,28.3,1338.547729,84,28.8,5928.002441,4226.738249
6695,80.1,41.1,1176.516846,79.9,41.8,5900.987793,4226.736101
6696,79.1,29.5,616.6437378,79.7,30.7,6503.758301,4226.728405
6697,-78.6,-9,25.73600006,-77.6,-9,5199.786621,4226.689842
6698,-140.7,60.1,441.8201599,-140.4,60.6,4932.653809,4226.670176
6699,88.5,26.7,117.1208878,88.2,28,6054.126953,4226.659098
6700,-67.9,-15.6,552.6885376,-68.4,-15.9,5091.503906,4226.52134
6701,86.2,26.9,163.1181641,86.5,28,5633.594727,4226.51352
6702,83.6,27.6,132.7703094,83.8,28.5,5176.133789,4226.497047
6703,85,27.4,499.4859314,85.6,28.3,5785.941406,4226.450843
6704,83.8,28,999.5270386,84.2,28.9,6132.822754,4226.437489
6705,85.7,27.2,376.7806396,85.6,28.3,5785.941406,4226.390765
6706,-153.5,63.4,183.0438538,-151,63.1,5726.350586,4226.380514
6707,87.1,27.3,1304.478394,88.1,27.6,6383.129883,4226.332395
6708,85,27.8,436.0706177,85.7,28.3,5275.780273,4226.292657
6709,84,27.6,185.1706696,84.7,28.4,5403.954102,4226.27146
6710,-149.7,63.2,1155.642212,-151,63.1,5726.350586,4226.180833
6711,83.4,28.1,1402.239136,83.8,28.6,5991.510254,4226.096617
6712,74,36.1,1777.597412,74.9,36,6527.694336,4226.083187
6713,85.6,27.5,1251.557495,87.1,27.9,7346.435547,4226.051114
6714,92.7,27.2,929.1102295,92.5,27.9,5661.493164,4225.954078
6715,85.5,27.3,483.3866577,85.7,28.4,5914.893066,4225.950347
6716,84.5,27.8,664.019043,84.2,28.9,6132.822754,4225.878921
6717,86.9,26.8,124.8666687,86.8,28,5756.746582,4225.697694
6718,84.4,28,636.2620239,84.1,28.9,5716.114258,4225.605419
6719,86.4,26.7,109.9871979,86.6,28.1,6269.745605,4225.460229
6720,83.6,27.3,94.37042999,83.8,28.6,5991.510254,4225.450945
6721,78.3,30.1,339.1111145,79.2,31,5934.599121,4225.376157
6722,84.3,27.7,187.2211609,84.3,28.6,5199.206055,4225.369179
6723,93,27.5,1035.911133,92.7,28.1,5679.272949,4225.330085
6724,83.6,28,813.824707,83.8,28.7,5545.005371,4225.210202
6725,-71.1,-33.5,167.3431091,-69.9,-33.8,5449.004883,4225.197184
6726,87.2,26.6,91.21292114,86.6,27.8,5991.532715,4225.180632
6727,88.5,26.7,117.1208878,88.2,27.7,5382.568359,4225.156962
6728,85.3,27.3,521.1853638,85.6,28.3,5785.941406,4225.149537
6729,88.6,26.6,94.98407745,88.1,28,6415.536133,4225.11465
6730,92.7,27.7,1367.181274,92.5,27.9,5661.493164,4225.064668
6731,84.2,27.7,228.094574,83.8,28.7,5545.005371,4225.051918
6732,87.8,27.2,1820.461182,88.1,27.7,6357.160645,4225.02809
6733,-151.9,62.2,548.6494141,-151,63.1,5726.350586,4225.02324
6734,79.3,30.3,848.2617188,79.4,30.9,5430.070801,4224.990424
6735,86,27.3,846.3203125,87,27.7,5990.612793,4224.736349
6736,85.7,27.1,266.4478149,85.8,28.4,6140.036621,4224.56679
6737,84.5,27.8,664.019043,84.2,28.5,5432.405273,4224.562482
6738,92.9,27.3,675.2833862,92.7,28,5406.175293,4224.539002
6739,80.7,29.6,1294.628906,81.5,29.9,6075.006836,4224.415162
6740,88.5,27.2,675.3081665,88.8,27.7,5211.320313,4224.396773
6741,86.5,26.8,195.2527466,86.7,28.2,6353.915527,4224.394552
6742,78.3,30.6,1135.534424,79.1,31,5973.947754,4224.393269
6743,90.6,26.9,508.6246643,90.3,28.2,6443.167969,4224.341656
6744,-78.4,-9.3,106.8884125,-77.8,-9.4,4681.282715,4224.328457
6745,-151.4,64.2,296.2918396,-151,63.1,5726.350586,4224.305946
6746,-149.5,63.3,1019.015869,-151,63.1,5726.350586,4224.272762
6747,-72,-17,352.9377747,-71.5,-16.2,5421.592773,4224.140761
6748,-77.2,-11.6,100.9278412,-76.3,-11.6,5079.748535,4224.02382
6749,93.4,28.1,959.367981,92.7,28.2,5562.993652,4223.950414
6750,92.6,27.1,255.5196075,92.3,27.7,4897.808594,4223.807455
6751,83.2,27.4,96.67977905,83.8,28.6,5991.510254,4223.700118
6752,75.8,32.5,550.8340454,76.8,33.2,5935.788574,4223.619731
6753,87.2,27.2,903.22229,86.9,27.8,5545.130371,4223.508877
6754,77.6,30.5,439.3993225,79,30.9,6225.717285,4223.46441
6755,84.9,28,568.8894653,84.1,28.5,5517.44873,4223.464048
6756,-151.7,62.6,1160.997681,-151,63.1,5726.350586,4223.459995
6757,84.6,28,936.6008911,83.8,28.6,5991.510254,4223.379876
6758,87.6,27.3,1835.61084,86.9,28,6908.385742,4223.330222
6759,-70.9,9.3,45.32888794,-70.9,8.9,4423.949219,4223.255777
6760,89.1,26.8,190.3685303,88.9,27.9,5619.376953,4223.229848
6761,92.5,27,651.7333374,92.5,27.9,5661.493164,4223.08708
6762,84.2,27.5,315.6770325,84.1,28.5,5517.44873,4223.026708
